sample_id,se1_date,village,zone,tapstand_code,se1_time,se1_frc,se1_trc,se1_turb,se1_airtemp,se1_wattemp,se1_cond,se1_ph,se1_orp,resp_consent,sa_cont,sa_cover,sa_clean,sa_opacity,sa_colour,se2_time,se2_frc,se2_trc,se2_turb,se2_wattemp,se2_cond,se2_ph,se2_orp,hh_steps,hh_minutes,se3_time,se3_frc,se3_trc,se3_turb,se3_wattemp,se3_cond,se3_ph,se3_orp,se4_time,se4_date,timelapse4,se4_frc,se4_trc,se4_turb,se4_airtemp,se4_wattemp,se4_cond,se4_ph,se4_orp,sb_watertransfer,sb_watermix,sb_waterused,sb_waterleft,sb_drawing,sb_cont,sb_cover,sb_clean,sb_opacity,sb_colour,sb_inout,sb_sunshade,,,,,,,,,,,
124,8/11/14,6,7,J7/4,10:05,0.98,1.00,0.76,26.4,27.0,1242,7.81,743,1,1,0,2,1,1,10:25,0.95,0.95,2.66,27.9,1244,7.83,745,50,1.0,10:30,0.93,0.92,1.90,27.3,1243,7.83,748,15:15,8/11/14,5:10,0.07,0.06,2.20,32.5,38.5,1260,7.84,302,0,0,1,0.50,1,1,0,2,1,1,0,0,,,,,,,,,,,
125,8/11/14,6,7,J7/4,9:35,1.12,0.84,1.82,24.2,26.7,1439,7.57,,1,1,1,2,1,1,9:46,0.87,0.80,1.54,26.6,1299,7.63,,288,2.5,10:00,1.08,1.01,2.21,26.7,1362,7.77,,15:00,8/11/14,5:25,0.17,0.20,1.71,29.0,35.5,1369,7.67,,0,0,0,1.00,1,1,1,2,1,1,0,0,,,,,,,,,,,
126,8/11/14,6,8,J7/4,8/11/14 15:37,1.14,1.12,1.58,33.7,28.8,1322,7.69,,1,4,1,1,1,1,8/11/14 15:40,0.87,0.82,0.79,28.0,1300,7.74,,70,0.5,8/11/14 16:00,1.18,1.14,1.25,28.3,1328,7.85,,8/12/14 10:35,8/12/14,18:58,1.26,0.91,1.44,29.1,25.3,1237,7.78,,0,1,1,0.80,1,4,1,1,1,1,1,1,,,,,,,,,,,
127,8/11/14,6,8,J7/4,8/11/14 15:45,0.98,1.01,3.26,34.1,28.9,1318,7.87,649,1,1,1,1,1,1,8/11/14 15:50,0.88,0.90,3.58,28.3,1312,7.98,703,55,1.0,8/11/14 16:00,0.80,0.80,2.36,28.3,1303,7.96,664,8/12/14 10:30,8/12/14,18:45,0.17,0.13,1.59,28.3,27.7,1198,7.98,385,0,0,0,1.00,1,1,0,1,1,1,1,1,,,,,,,,,,,
128,8/11/14,6,8,J7/4,8/11/14 16:05,0.98,1.06,1.69,31.8,27.8,1319,7.74,,1,2,1,2,1,1,8/11/14 16:10,1.36,1.38,7.87,28.1,1294,7.78,,90,1.0,8/11/14 16:15,1.06,0.99,1.13,28.9,1309,7.77,,8/12/14 10:20,8/12/14,18:15,0.09,0.06,1.13,28.8,31.7,1313,7.77,,0,0,1,0.50,1,2,1,2,1,1,0,0,,,,,,,,,,,
129,8/11/14,6,8,J7/4,8/11/14 16:10,0.96,0.98,1.74,31.8,27.7,1322,7.75,706,1,2,1,2,1,1,8/11/14 16:15,0.90,0.90,1.61,28.1,1330,7.75,720,50,1.0,8/11/14 16:20,0.80,0.78,1.86,28.9,1318,7.86,668,8/12/14 10:40,8/12/14,18:30,0.61,0.63,2.20,28.3,26.2,1305,7.90,686,0,0,1,0.75,1,2,1,2,1,1,1,1,,,,,,,,,,,
130,8/12/14,6,5,J7/5,8:10,0.97,0.85,2.11,23.1,26.2,1203,7.70,,1,2,1,1,1,1,8:20,0.61,0.59,1.58,26.5,1199,7.64,,250,2.0,8:30,0.84,0.79,1.45,26.8,1215,7.72,,15:00,8/12/14,6:50,0.82,0.72,0.45,38.5,28.4,1220,7.74,,0,0,0,1.00,1,2,1,1,1,1,1,1,,,,,,,,,,,
131,8/12/14,6,5,J7/5,8:05,0.82,0.84,1.76,25.5,27.2,1147,7.85,585,1,2,1,1,1,1,8:25,0.73,0.75,1.57,27.4,1186,7.74,668,80,2.0,8:35,0.73,0.74,1.73,27.2,1188,7.83,658,15:00,8/12/14,6:55,0.08,0.06,1.68,35.4,37.1,1210,7.65,233,0,0,1,0.70,1,2,1,1,1,1,0,0,,,,,,,,,,,
132,8/12/14,6,5,J7/5,8:45,0.84,0.89,1.74,24.8,27.0,1212,7.74,658,1,4,1,1,1,1,8:55,0.98,0.93,1.47,27.4,1440,7.81,695,50,1.0,9:05,0.80,0.80,1.56,26.9,1220,7.88,694,14:35,8/12/14,5:50,0.05,0.06,1.60,40.1,39.1,788,7.75,233,0,0,0,1.00,1,4,1,1,1,1,0,0,,,,,,,,,,,
133,8/12/14,6,5,J7/5,8:45,1.12,1.01,2.08,24.8,26.8,1203,7.75,,1,2,1,1,1,1,8:50,0.88,0.87,1.10,26.6,1201,7.71,,100,0.5,9:00,0.70,0.66,2.44,26.8,1204,7.73,,15:15,8/12/14,6:30,0.35,0.10,0.57,32.1,37.0,1220,7.67,,0,0,1,0.90,1,2,1,1,1,1,0,0,,,,,,,,,,,
134,8/12/14,6,5,J7/5,9:20,0.83,0.87,2.05,26.2,26.9,1063,7.87,694,1,1,1,1,1,1,9:35,1.02,1.06,1.34,27.2,1076,7.81,708,100,2.0,9:45,0.82,0.78,1.54,26.8,1073,7.77,698,15:25,8/12/14,6:05,0.61,0.63,2.12,35.1,29.2,1102,7.73,587,0,0,0,1.00,1,1,,1,1,1,1,1,,,,,,,,,,,
135,8/12/14,6,5,J7/5,9:15,0.94,0.85,1.99,26.6,26.7,1204,7.80,,1,2,1,2,1,1,9:35,1.36,1.12,1.74,27.6,1046,7.71,,150,1.0,9:55,0.57,0.55,2.00,28.5,1050,7.80,,15:30,8/12/14,6:15,0.08,0.05,1.87,34.0,33.5,1057,7.78,,0,0,1,0.10,1,2,1,2,1,1,0,0,,,,,,,,,,,
136,8/12/14,6,5,J7/5,10:00,0.94,1.06,2.58,25.8,27.2,1088,7.76,704,1,2,1,1,1,1,10:10,0.84,0.84,2.09,27.6,1094,7.82,736,100,2.0,10:20,0.72,0.76,2.23,27.6,1096,7.84,704,15:15,8/12/14,5:15,0.38,0.37,2.59,35.7,35.2,989,7.76,441,0,0,0,1.00,1,2,1,1,1,1,1,1,,,,,,,,,,,
137,8/12/14,6,5,J7/5,8/12/14 15:40,1.10,1.12,2.33,33.8,28.4,1147,7.70,676,1,1,1,1,1,1,8/12/14 16:10,0.79,0.80,1.99,3.0,1157,7.82,638,95,2.0,8/12/14 16:20,0.75,0.75,2.32,29.6,1156,7.73,678,8/13/14 10:30,8/13/14,18:50,0.42,0.47,1.51,29.8,27.2,1146,7.75,701,0,0,0,1.00,1,1,1,1,1,1,1,1,,,,,,,,,,,
138,8/12/14,6,5,J7/5,8/12/14 15:40,0.87,0.90,2.03,32.8,29.5,1124,7.66,,1,1,0,2,1,1,8/12/14 16:00,1.01,0.95,0.99,28.2,1132,7.64,,79,0.5,8/12/14 16:10,0.87,0.86,1.72,28.5,1139,7.67,,8/13/14 11:07,8/13/14,19:27,0.14,0.41,1.90,26.1,28.9,1134,7.88,,0,0,1,0.10,1,1,0,2,1,1,1,1,,,,,,,,,,,
139,8/13/14,6,2,J7/6,8:00,0.91,0.85,2.23,26.2,26.8,1114,7.73,,1,2,1,2,1,1,8:10,0.62,0.56,1.61,26.3,1125,7.60,,70,0.5,8:16,0.77,0.83,1.16,25.7,1126,7.65,,14:44,8/13/14,6:44,0.20,0.71,2.12,41.6,43.9,1145,7.49,,0,1,1,0.30,1,2,1,2,1,1,0,0,,,,,,,,,,,
140,8/13/14,6,2,J7/6,8:05,0.84,0.87,3.30,27.2,26.2,1084,7.79,548,1,1,1,1,1,1,8:20,0.79,0.83,1.50,26.9,1142,7.78,638,50,1.0,8:30,0.75,0.77,1.44,26.7,1141,7.81,687,15:00,8/13/14,6:55,0.08,0.06,1.77,37.4,39.8,1164,7.60,293,0,0,0,1.00,1,1,1,1,1,1,0,0,,,,,,,,,,,
141,8/13/14,6,2,J7/6,8:30,0.98,0.91,2.20,23.4,26.3,1123,7.80,,1,,0,1,1,1,8:40,0.94,0.91,0.55,26.8,1120,7.72,,97,0.5,9:59,0.99,0.86,1.61,27.0,1132,7.73,,,8/13/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,8/13/14,6,2,J7/6,8:40,0.91,0.92,1.46,27.8,26.9,1139,7.81,704,1,1,1,1,1,1,8:50,0.88,0.88,1.34,26.2,1142,7.89,708,190,3.0,9:00,0.76,0.78,1.63,26.8,1139,7.84,718,14:50,8/13/14,6:10,0.10,0.08,2.09,37.6,38.0,1151,7.75,358,0,0,1,0.60,1,1,1,1,1,1,0,0,,,,,,,,,,,
143,8/13/14,6,2,J7/6,9:10,0.90,0.92,1.74,26.9,26.6,1114,7.83,720,1,1,1,1,1,1,9:25,0.78,0.79,1.39,27.1,1138,7.88,712,65,2.0,9:35,0.72,0.74,1.43,27.3,1140,7.88,696,15:10,8/13/14,6:00,0.02,0.06,1.56,37.2,40.5,1042,7.69,273,0,0,1,0.20,1,1,1,1,1,1,0,0,,,,,,,,,,,
144,8/13/14,6,2,J7/6,9:10,0.82,0.89,1.32,27.3,26.9,1116,7.66,,1,,1,1,1,1,9:40,0.93,0.94,1.61,27.6,1111,7.69,,75,0.5,,0.45,0.56,1.75,28.2,1106,7.78,,15:05,8/13/14,5:55,0.31,0.32,1.77,38.3,35.0,1114,7.67,,0,0,1,0.80,1,,1,1,1,1,0,0,,,,,,,,,,,
145,8/13/14,6,2,J7/6,9:45,0.85,0.91,1.91,29.2,26.8,1120,7.86,708,1,1,1,1,1,1,10:10,0.82,0.84,2.12,27.8,1090,7.76,714,125,2.0,10:20,0.72,0.70,1.34,27.7,1095,7.78,698,14:40,8/13/14,4:55,0.54,0.52,1.56,39.4,32.5,1086,7.74,610,0,0,1,0.80,1,1,1,1,1,1,1,1,,,,,,,,,,,
146,8/13/14,6,2,J7/6,10:33,1.14,1.10,3.17,30.6,27.4,1063,7.69,,1,,1,3,1,1,10:43,1.14,1.14,1.71,27.2,1065,7.62,,170,1.0,11:00,1.14,1.18,2.30,28.9,1080,7.74,,15:20,8/13/14,4:47,0.97,0.92,1.42,35.2,31.6,1062,7.70,,0,0,0,1.00,1,,1,3,1,1,1,1,,,,,,,,,,,
147,8/14/14,3,9,11,8:10,0.89,0.89,2.34,27.5,26.4,768,7.51,660,1,1,1,3,1,1,8:20,0.87,0.79,2.42,26.8,766,7.45,714,40,1.0,8:20,0.82,0.84,1.95,26.9,767,7.52,716,14:50,8/14/14,6:40,0.41,0.46,2.85,36.5,33.4,736,7.50,463,0,0,1,0.40,1,1,1,3,1,1,0,1,,,,,,,,,,,
148,8/14/14,3,9,11,8:20,0.85,0.86,1.88,27.4,27.4,746,7.44,,1,2,1,1,1,1,8:25,0.93,0.95,1.84,27.4,753,7.37,,150,1.0,8:35,0.75,0.78,1.58,26.6,827,7.43,,14:45,8/14/14,6:25,0.73,0.75,7.68,34.2,32.1,785,7.54,,0,0,1,0.80,1,2,1,1,1,1,1,1,,,,,,,,,,,
149,8/14/14,3,9,11,8:35,1.20,1.04,3.14,26.8,27.3,606,7.62,732,1,1,1,2,1,1,8:45,0.98,0.98,3.26,27.3,626,7.63,724,50,1.0,8:55,0.90,0.88,3.79,27.4,642,7.60,722,15:00,8/14/14,6:25,0.20,0.23,3.60,35.8,39.6,1204,7.58,411,0,0,1,0.50,1,1,1,2,1,1,0,0,,,,,,,,,,,
150,8/14/14,3,9,11,8:50,0.68,0.66,1.94,25.4,27.2,1145,7.55,,1,2,1,2,1,1,8:55,0.90,0.89,2.30,27.2,1138,7.55,,105,1.0,9:05,0.89,0.83,1.22,27.7,1177,7.65,,14:30,8/14/14,5:40,0.65,0.67,2.02,43.3,35.0,1157,7.68,,0,0,1,0.50,1,2,1,2,1,1,1,1,,,,,,,,,,,
151,8/14/14,3,9,11,9:00,0.98,0.99,2.60,26.6,26.4,1053,7.63,710,1,1,1,2,1,1,9:10,0.92,0.94,2.07,27.5,1164,7.72,714,55,1.0,9:20,0.78,0.76,2.22,27.5,1174,7.76,708,15:05,8/14/14,6:05,0.21,0.18,2.80,35.7,39.7,1213,7.73,388,0,0,1,0.50,1,1,1,2,1,1,0,0,,,,,,,,,,,
152,8/14/14,3,9,11,9:20,1.01,0.92,2.32,27.6,27.6,1161,7.68,,1,4,0,1,1,1,9:30,0.87,0.97,1.37,27.4,1145,7.53,,90,0.5,9:40,0.99,0.92,2.02,28.3,1172,7.62,,15:15,8/14/14,5:55,0.08,0.08,3.93,31.6,38.2,1177,7.71,,0,0,1,0.10,1,4,1,1,1,1,0,0,,,,,,,,,,,
153,8/14/14,3,9,11,9:30,0.94,0.96,1.98,29.8,27.2,1193,7.77,714,1,2,1,1,1,1,9:40,0.88,0.90,2.00,27.3,1182,7.73,,225,3.0,9:50,0.74,0.76,1.98,27.4,1193,7.58,,14:40,8/14/14,5:10,0.06,0.08,1.93,36.4,42.6,1186,7.84,283,0,0,0,1.00,1,2,1,1,1,1,0,0,,,,,,,,,,,
154,8/14/14,3,9,11,9:50,0.45,0.46,2.94,27.5,27.4,1143,7.70,,1,2,1,1,1,1,9:55,0.87,0.84,2.81,27.9,1143,7.53,,108,2.0,10:00,0.81,0.79,1.23,28.6,1149,7.57,,15:00,8/14/14,5:10,0.18,0.23,2.04,34.5,35.6,1166,7.55,,0,0,0,1.00,1,2,1,1,1,1,0,0,,,,,,,,,,,
155,8/14/14,3,9,11,10:15,0.58,0.68,1.50,28.6,28.4,1175,7.72,,1,2,1,2,1,1,10:25,0.94,0.91,1.79,28.6,1149,7.53,,100,1.0,10:35,0.90,0.80,2.29,29.3,1189,7.59,,15:10,8/14/14,4:55,0.32,0.29,1.60,32.9,35.6,1177,7.55,,0,0,0,1.00,1,2,1,2,1,1,0,0,,,,,,,,,,,
156,8/14/14,3,9,11,10:10,0.77,0.81,2.08,33.4,28.1,1161,7.08,,1,4,1,2,1,1,10:25,0.73,0.76,1.98,28.5,1165,7.86,705,110,2.0,10:35,0.68,0.72,1.88,28.8,1175,7.82,698,14:30,8/14/14,4:20,0.28,,2.16,37.5,36.0,1230,7.74,355,0,0,1,0.70,1,4,1,1,1,1,0,0,,,,,,,,,,,
157,8/17/14,3,11,2,9:10,0.54,0.54,1.56,27.6,26.9,1026,7.72,496,1,2,1,2,1,1,9:20,0.49,0.54,1.09,27.0,1828,7.84,607,135,2.0,9:30,0.31,0.30,1.37,27.3,1833,7.84,586,14:30,8/17/14,5:20,0.26,0.24,1.66,32.4,29.2,1830,7.85,478,0,0,1,0.50,1,2,1,2,1,1,1,1,,,,,,,,,,,
158,8/17/14,3,11,2,9:15,0.45,0.44,1.55,29.6,27.5,1800,7.78,,1,1,1,2,1,1,9:21,0.54,0.58,1.39,27.0,1790,7.79,,163,1.0,9:35,0.50,0.53,1.32,27.5,1796,7.81,,14:45,8/17/14,5:30,0.36,0.37,1.06,33.0,35.0,1821,7.84,,1,0,0,1.00,1,,1,1,1,1,1,1,,,,,,,,,,,
159,8/17/14,3,11,2,9:50,0.72,0.74,2.16,27.0,26.4,1217,7.62,,1,,1,2,1,1,10:00,0.85,0.92,1.83,26.6,1318,7.57,,123,1.0,10:10,0.50,0.51,5.90,26.7,1325,7.71,,14:45,8/17/14,4:55,0.36,0.36,3.68,27.1,35.5,1343,7.62,,0,0,1,0.30,1,,1,2,1,1,0,0,,,,,,,,,,,
160,8/17/14,3,11,2,9:40,0.70,0.74,1.41,28.4,26.1,1304,7.55,688,1,2,1,2,1,1,9:50,0.41,0.47,1.94,26.4,1289,7.50,708,65,1.0,10:00,0.37,0.39,1.90,26.6,1288,7.56,710,14:50,8/17/14,5:10,0.20,0.24,2.42,31.6,30.4,1284,7.51,678,0,0,1,0.80,1,2,1,2,1,1,1,1,,,,,,,,,,,
161,8/17/14,3,11,2,10:10,0.79,0.83,2.60,29.8,26.6,1236,7.68,658,1,1,1,1,1,1,10:20,0.71,0.78,2.30,26.8,1235,7.81,637,90,2.0,10:30,0.64,0.68,3.10,26.2,1254,7.69,618,,8/17/14,,,,,,,,,,,,1,0.00,,,,,,,,,,,,,,,,,,,
162,8/17/14,3,11,2,10:20,0.92,0.92,2.72,26.0,26.3,1217,7.61,,1,2,1,1,1,1,10:27,0.84,0.80,1.90,26.3,1166,7.55,,130,2.0,10:35,0.75,0.83,1.97,26.8,1231,7.59,,15:05,8/17/14,4:45,0.43,0.53,2.74,28.5,30.1,1178,7.61,,0,0,1,0.80,1,2,1,1,1,1,1,1,,,,,,,,,,,
163,8/17/14,3,11,2,8/17/14 15:15,0.86,0.88,2.07,33.4,28.4,1210,7.67,713,1,2,1,2,1,1,8/17/14 15:25,0.18,0.19,15.22,29.6,1236,7.68,396,85,1.0,8/17/14 15:25,0.14,0.14,16.84,30.8,1220,7.68,346,8/18/14 10:35,8/18/14,19:20,0.09,0.08,12.04,29.3,27.1,1186,7.79,356,0,0,1,0.50,1,2,1,2,1,1,1,1,,,,,,,,,,,
164,8/17/14,3,11,2,8/17/14 15:30,1.10,1.12,2.72,34.0,29.3,1133,7.55,,1,2,1,1,1,1,8/17/14 15:39,1.00,1.14,1.65,29.8,1106,7.62,,175,2.0,8/17/14 15:40,1.00,1.04,1.07,30.3,1107,7.67,,8/18/14 10:30,8/18/14,19:00,0.65,0.61,1.35,28.4,26.6,1147,7.82,,0,0,1,0.10,1,2,1,1,1,1,1,1,,,,,,,,,,,
165,8/17/14,3,11,2,8/17/14 15:55,1.01,1.14,2.27,31.6,28.9,1103,7.49,,1,1,1,2,1,1,8/17/14 16:00,0.98,1.18,1.31,27.8,1098,7.57,,125,2.0,8/17/14 16:10,0.86,0.90,1.70,29.2,1103,7.74,,8/18/14 10:45,8/18/14,18:50,0.64,0.71,2.24,26.4,26.2,1112,7.73,,0,0,1,0.50,1,1,1,2,1,1,1,1,,,,,,,,,,,
166,8/17/14,3,11,2,8/17/14 16:00,0.88,0.93,2.35,34.6,28.4,1117,7.55,655,1,1,0,1,1,1,8/17/14 16:10,0.87,0.84,2.68,28.2,1122,7.75,718,190,2.0,8/17/14 16:20,0.86,0.84,1.90,28.6,1126,7.70,690,8/18/14 10:45,8/18/14,18:45,0.12,0.12,2.06,29.3,30.9,1104,7.68,398,0,0,1,0.80,1,1,0,1,1,1,0,0,,,,,,,,,,,
167,8/18/14,3,7,1,8:10,0.70,0.72,2.04,24.2,27.4,1516,7.71,,1,1,1,1,1,1,8:30,0.63,0.60,1.68,27.3,1524,7.70,616,240,3.0,8:45,0.60,0.58,1.69,27.6,1514,7.77,626,14:30,8/18/14,6:20,0.05,0.05,1.04,34.6,38.9,1519,7.77,277,0,0,1,0.80,1,1,1,1,1,1,0,0,,,,,,,,,,,
168,8/18/14,3,7,1,8:10,0.67,0.68,1.57,26.8,27.0,1552,7.29,,1,4,1,1,1,1,8:20,0.70,0.67,1.59,27.1,1541,7.61,,160,2.0,8:40,0.55,0.58,2.16,26.8,1582,7.60,,14:30,8/18/14,6:20,0.39,0.35,0.84,32.5,31.7,,7.62,,0,0,0,1.00,1,4,1,1,1,1,1,1,,,,,,,,,,,
169,8/18/14,3,7,1,8:55,0.71,0.68,1.75,25.8,27.3,1518,7.67,684,1,2,1,1,1,1,9:05,0.67,0.73,1.45,27.1,1653,7.78,731,180,2.0,9:20,0.49,0.51,1.68,27.2,1649,7.72,708,15:05,8/18/14,6:10,0.07,0.05,3.40,36.4,38.5,1663,7.96,308,0,0,1,0.10,1,2,1,1,1,1,0,0,,,,,,,,,,,
170,8/18/14,3,7,1,8:55,0.49,0.46,1.82,26.2,27.0,1562,7.48,,1,2,1,1,1,1,9:00,0.63,0.57,1.92,27.5,1545,7.59,,240,2.0,9:15,0.75,0.78,1.51,27.6,1550,7.61,,14:45,8/18/14,5:50,0.28,0.33,2.33,32.5,32.1,1516,7.68,,0,0,0,1.00,1,2,1,1,1,1,1,1,,,,,,,,,,,
171,8/18/14,3,7,1,9:30,0.68,0.69,1.10,28.1,27.8,1604,7.80,738,1,2,1,1,1,1,9:40,0.64,0.66,1.16,27.6,1586,7.76,726,80,2.0,9:50,0.58,0.61,1.50,28.2,1665,7.79,718,14:50,8/18/14,5:20,0.31,0.31,1.61,37.2,32.9,1663,7.82,,0,0,1,0.20,1,2,1,1,1,1,1,1,,,,,,,,,,,
172,8/18/14,3,7,1,9:30,0.90,0.87,1.64,26.1,27.0,1717,7.74,,1,2,1,1,1,1,9:40,0.82,0.80,1.17,27.6,1698,7.65,,100,0.5,10:00,0.62,0.62,1.39,28.1,1739,7.86,,,8/18/14,,,,,,,,,,,,1,0.00,,,,,,,,,,,,,,,,,,,
173,8/18/14,3,7,1,10:00,0.75,0.72,1.18,28.4,28.3,1680,7.86,731,1,2,1,2,1,1,10:10,0.71,0.67,1.37,28.4,1671,7.86,722,80,2.0,10:20,0.68,0.66,1.38,28.6,1672,7.84,728,15:20,8/18/14,5:20,0.14,0.12,1.41,36.4,33.7,1645,7.78,,0,0,1,0.50,1,2,1,2,1,1,1,1,,,,,,,,,,,
174,8/18/14,3,7,1,8/18/14 15:21,0.82,0.85,1.43,39.7,30.0,936,7.48,,1,2,1,1,1,1,8/18/14 15:30,0.99,0.98,1.84,29.1,926,7.51,,150,1.0,8/18/14 15:40,0.67,0.69,0.61,30.8,983,7.59,,8/19/14 10:50,8/19/14,19:29,0.39,0.38,0.39,26.2,25.6,917,7.79,,0,0,0,1.00,1,2,1,1,1,1,1,1,,,,,,,,,,,
175,8/18/14,3,7,1,8/18/14 15:40,0.88,0.94,1.90,34.3,29.1,854,7.70,708,1,1,1,1,1,1,8/18/14 15:50,0.83,0.85,1.68,29.3,877,7.68,695,110,2.0,8/18/14 16:00,0.56,0.56,1.17,29.8,872,7.70,688,8/19/14 10:40,8/19/14,19:00,0.46,0.42,0.79,28.8,27.0,867,7.71,668,0,0,0,1.00,1,1,1,1,1,1,1,1,,,,,,,,,,,
176,8/18/14,3,7,1,8/18/14 16:00,1.01,0.97,2.18,35.4,28.4,863,7.53,,1,1,1,1,1,1,8/18/14 16:10,1.06,1.04,1.77,28.3,854,7.50,,110,2.0,8/18/14 16:20,0.98,0.97,1.88,29.4,871,7.58,,8/19/14 10:35,8/19/14,18:35,0.41,0.43,1.30,26.1,26.8,863,7.55,,0,0,0,1.00,1,1,1,1,1,1,1,1,,,,,,,,,,,
177,8/18/14,3,7,1,8/18/14 16:00,0.92,0.96,2.05,34.6,28.8,864,7.67,664,1,1,1,1,1,1,8/18/14 16:10,0.93,0.94,2.54,28.3,868,7.62,638,110,2.0,8/18/14 16:20,0.85,0.81,2.23,28.2,805,7.65,625,8/19/14 10:50,8/19/14,18:50,0.54,0.59,1.78,28.8,26.4,850,7.73,620,0,0,1,0.80,1,1,1,1,1,1,1,1,,,,,,,,,,,
178,8/19/14,3,15,3,8:10,0.76,0.74,1.99,24.5,27.1,1896,7.66,,1,4,1,1,1,1,8:20,0.81,0.75,2.32,27.0,1887,7.66,,95,2.0,8:30,0.71,0.70,2.45,26.9,1897,7.72,,14:55,8/19/14,6:45,0.73,0.69,2.29,32.2,28.5,1897,7.76,,0,0,1,0.50,1,4,1,1,1,1,1,1,,,,,,,,,,,
179,8/19/14,3,15,3,8:05,0.84,0.88,2.51,25.6,27.4,1872,7.74,,1,2,1,2,1,1,8:15,0.76,0.72,1.82,27.1,1851,7.76,622,90,2.0,8:25,0.54,0.55,1.90,26.4,1856,7.82,648,14:35,8/19/14,6:30,0.26,0.31,2.19,39.4,29.6,1748,7.83,504,0,0,1,0.30,1,2,1,2,1,1,1,1,,,,,,,,,,,
180,8/19/14,3,15,3,9:00,0.79,0.75,2.07,23.3,27.4,1777,7.70,,1,1,0,2,1,1,9:10,0.71,0.73,2.83,27.3,1759,7.76,,110,1.0,9:20,0.72,0.60,2.06,27.1,1760,7.85,,15:10,8/19/14,6:10,0.16,0.27,1.62,28.8,36.4,1795,7.77,,0,0,1,0.80,1,1,0,2,1,1,0,0,,,,,,,,,,,
181,8/19/14,3,15,3,8:50,0.84,0.88,1.71,26.2,27.4,1733,7.58,670,1,2,1,2,1,1,9:00,0.68,0.70,1.19,27.6,1761,7.72,664,120,2.0,9:15,0.53,0.55,1.50,27.5,1759,7.76,612,14:55,8/19/14,6:05,0.22,0.23,1.90,35.1,29.3,1677,7.81,592,0,0,1,0.70,1,2,1,1,1,1,1,1,,,,,,,,,,,
182,8/19/14,3,15,3,9:30,0.39,0.37,1.84,25.8,27.0,862,7.71,,1,1,1,1,1,1,9:40,0.30,0.33,3.20,27.0,874,7.54,,117,2.0,9:45,0.38,0.53,2.21,27.1,881,7.64,,,8/19/14,,,,,,,,,,,,1,0.00,,,,,,,,,,,,,,,,,,,
183,8/19/14,3,15,3,9:23,0.54,0.54,1.74,26.2,27.2,866,7.59,503,1,1,1,2,1,1,9:35,0.46,0.44,1.86,27.1,869,7.73,494,130,3.0,9:45,0.32,0.28,1.96,27.3,871,7.73,438,15:05,8/19/14,5:42,0.06,0.03,1.73,34.2,37.6,884,7.64,313,0,0,0,1.00,1,1,1,2,1,1,0,0,,,,,,,,,,,
184,8/19/14,3,15,3,9:55,1.14,1.12,2.10,28.2,27.5,812,7.65,,1,1,1,1,1,1,10:15,0.91,0.93,2.00,27.4,521,7.83,684,85,2.0,10:30,0.86,0.88,1.96,27.5,516,7.73,688,14:45,8/19/14,4:50,0.81,0.83,2.32,35.4,29.3,513,7.63,634,0,0,1,0.60,1,1,1,1,1,1,1,1,,,,,,,,,,,
185,8/19/14,3,15,3,10:00,0.38,0.35,1.71,24.5,27.2,830,7.59,,1,2,0,1,1,1,10:10,0.37,0.40,1.50,27.3,873,7.57,,60,1.0,10:15,0.21,,1.01,27.4,880,7.73,,14:44,8/19/14,4:44,0.17,0.15,2.21,36.7,29.9,873,7.69,,0,0,1,0.90,1,2,0,1,1,1,1,1,,,,,,,,,,,
186,8/19/14,3,15,3,8/19/14 15:15,1.88,1.88,2.00,35.6,30.0,355,7.10,743,1,1,1,1,1,1,8/19/14 15:30,1.78,1.68,2.23,29.4,359,7.44,738,260,4.0,8/19/14 15:45,1.56,1.58,2.28,29.6,359,7.35,740,8/20/14 10:50,8/20/14,19:35,1.14,1.18,2.97,35.3,30.5,360,7.58,673,0,0,1,0.30,1,1,1,1,1,1,1,1,,,,,,,,,,,
187,8/19/14,3,15,3,8/19/14 15:20,2.02,1.84,2.97,33.2,29.3,357,7.07,,1,1,1,1,1,1,8/19/14 15:30,1.76,1.70,2.03,28.6,367,6.99,,60,1.0,8/19/14 15:35,1.40,1.32,1.14,29.5,370,7.23,,8/20/14 10:50,8/20/14,19:30,1.51,1.46,1.71,31.2,27.4,387,7.31,,0,0,1,0.80,1,1,1,1,1,1,1,1,,,,,,,,,,,
188,8/19/14,3,15,3,8/19/14 16:10,1.36,1.38,1.77,34.6,28.7,1387,7.73,694,1,2,1,1,1,1,8/19/14 16:20,1.08,1.20,1.78,28.2,1308,7.82,726,120,2.0,8/19/14 16:25,0.61,0.55,1.98,28.2,1309,7.82,734,8/20/14 10:40,8/20/14,18:30,0.32,0.30,3.00,34.6,26.8,1320,7.99,599,0,0,1,0.20,1,2,1,1,1,1,1,1,,,,,,,,,,,
189,8/19/14,3,15,3,8/19/14 15:57,1.74,1.98,1.01,29.9,29.3,1359,7.66,,1,2,1,1,1,1,8/19/14 16:00,1.26,1.24,3.47,29.7,1365,7.22,,230,2.0,8/19/14 16:10,1.24,1.16,4.21,30.3,1370,7.22,,8/20/14 11:15,8/20/14,19:18,1.12,1.12,1.84,31.3,26.8,1371,7.40,,0,0,1,0.50,1,2,1,1,1,1,1,1,,,,,,,,,,,
